ID_Bus,Ruta,Velocidad_kmh,Latitud,Longitud,Timestamp
BUS_1029,502c,55,-33.525712969320146,-70.73275050231963,2026-05-02 08:46:00
BUS_1049,210e,26,-33.51768360474522,-70.67163289762783,2026-05-20 17:09:00
BUS_1045,104,24,-33.41466024547245,-70.74000835486108,2026-05-09 03:14:00
BUS_1006,502c,48,-33.45255386635667,-70.64613414613962,2026-05-27 17:24:00
BUS_1008,210e,55,-33.41704147089306,-70.72824375003023,2026-05-27 10:10:00
BUS_1033,210e,20,-33.38405008699466,-70.70942575292015,2026-05-15 00:07:00
BUS_1031,210e,10,-33.46447880851086,-70.70109011020675,2026-05-31 09:07:00
BUS_1034,502,14,-33.37619906047276,-70.68428984072993,2026-05-30 04:26:00
BUS_1004,104,31,-33.506441002590215,-70.74972016660725,2026-05-28 09:53:00
BUS_1034,210e,-5,-33.525759269941986,-70.65293918470287,2026-05-17 14:03:00
BUS_1047,502,33,-33.45906087018512,-70.66239110391246,2026-05-27 17:40:00
BUS_1037,502,57,-33.457309633158864,-70.75463199706194,2026-05-01 08:41:00
BUS_1014,502C,59,-33.38631462809187,-70.6372853438929,2026-05-30 12:00:00
BUS_1030,502,23,-33.42924867178184,-70.72917456962838,2026-05-15 21:53:00
BUS_1030,502C,33,-33.464331706028894,-70.72356359193262,2026-05-13 12:21:00
BUS_1036,210,44,-33.521559698016084,-70.68174803098358,2026-05-01 17:47:00
BUS_1012,502C,29,-33.43086392223354,-70.74169925843982,2026-05-30 17:45:00
BUS_1021,104,43,-33.44304696824903,-70.66496913545019,2026-05-26 00:58:00
BUS_1000,210e,28,-33.54352340363011,-70.74827044200197,2026-05-02 00:25:00
BUS_1001,502,43,-33.41834294053304,-70.75087394321505,2026-05-02 09:40:00
BUS_1045,210e,-16,-33.449332375685074,-70.67641426185449,2026-05-03 09:23:00
BUS_1025,210e,25,-33.36477433480249,-70.74211903497013,2026-05-03 11:20:00
BUS_1013,502c,21,-33.51256390954616,-70.58030224624248,2026-05-20 01:21:00
BUS_1012,104,28,-33.460237015519404,-70.56330933528741,2026-05-04 15:21:00
BUS_1040,210e,40,-33.44715995299257,-70.56971286051679,2026-05-14 21:18:00
BUS_1029,104,14,-33.46621032574797,-70.75956355329903,2026-05-28 05:00:00
BUS_1050,104,18,-33.45041498870132,-70.74258202180066,2026-05-31 21:10:00
BUS_1025,502C,21,-33.47389313893309,-70.63949940824449,2026-05-22 05:39:00
BUS_1002,210e,28,-33.40940248838126,-70.66919373471859,2026-05-11 20:58:00
BUS_1027,210,51,-33.42298179803705,-70.61259215966781,2026-05-14 14:42:00
BUS_1048,210,23,-33.376730987817275,-70.62780956194835,2026-05-18 04:00:00
BUS_1033,210,39,-33.45532888765245,-70.61070073879236,2026-05-26 16:37:00
BUS_1044,210,54,-33.447112714082834,-70.61521386461682,2026-05-19 11:20:00
BUS_1013,502,26,-33.547660434367955,-70.64250007568428,2026-05-06 17:23:00
BUS_1002,502C,11,-33.49884356453921,-70.66528050234739,2026-05-18 17:10:00
BUS_1040,502c,55,-33.518324367238954,-70.64983219859947,2026-05-26 09:13:00
BUS_1006,210,23,-33.535357394585404,-70.6769894321137,2026-05-21 00:44:00
BUS_1037,210,10,-33.44676840525703,-70.64565254245979,2026-05-27 02:33:00
BUS_1040,210e,26,-33.52320047646752,-70.61198931675628,2026-05-19 15:50:00
BUS_1045,502c,23,-33.39039387186961,-70.64365019482356,2026-05-09 03:25:00
BUS_1027,104,55,-33.368059834176954,-70.74530185684671,2026-05-04 22:15:00
BUS_1013,210e,51,-33.44546365176612,-70.70839447007657,2026-05-08 09:00:00
BUS_1025,502c,29,-33.50510322122291,-70.59727347344747,2026-05-07 11:10:00
BUS_1048,210e,34,-33.47903907308697,-70.59215554953882,2026-05-09 03:45:00
BUS_1017,502C,35,-33.51500387472778,-70.61918705136097,2026-05-02 09:05:00
BUS_1046,502,42,-33.52687084319414,-70.58009905341775,2026-05-09 21:38:00
BUS_1044,502c,25,-33.45475567479051,-70.72733156055007,2026-05-17 12:14:00
BUS_1038,502,51,-33.447600300212216,-70.7022857273394,2026-05-19 05:55:00
BUS_1020,502C,22,-33.40052841540805,-70.71687361023764,2026-05-15 02:06:00
BUS_1007,210e,52,-33.44537607214098,-70.57198204207707,2026-05-25 16:05:00
BUS_1001,502,32,-33.4249538059498,-70.71275904685855,2026-05-24 01:31:00
BUS_1040,210,57,-33.39866421471161,-70.73331808202812,2026-05-17 06:49:00
BUS_1029,210e,16,-33.398570131637946,-70.75069992761816,2026-05-30 01:41:00
BUS_1014,104,59,-33.42448738773613,-70.68856790061838,2026-05-24 13:40:00
BUS_1007,104,42,-33.48814306755827,-70.67832141827616,2026-05-19 13:32:00
BUS_1030,210e,-8,-33.35498970110357,-70.64699073876943,2026-05-29 07:21:00
BUS_1042,104,57,-33.40337467593474,-70.75716264434082,2026-05-22 02:59:00
BUS_1009,502,14,-33.538072392097234,-70.60147428675351,2026-05-28 07:57:00
BUS_1028,210e,28,-33.36215902430163,-70.70811419697283,2026-05-28 20:06:00
BUS_1012,210,37,-33.38879118032337,-70.56802889233835,2026-05-06 16:53:00
BUS_1020,502C,-9,-33.471844754442834,-70.63871269757095,2026-05-11 11:28:00
BUS_1003,502,-9,-33.50413254691157,-70.73641720286213,2026-05-05 06:36:00
BUS_1047,104,19,-33.42175237178523,-70.64498617145142,2026-05-10 06:04:00
BUS_1033,502c,16,-33.54853048546387,-70.56011412402636,2026-05-18 06:46:00
BUS_1033,210,15,-33.48857603387223,-70.64250602819345,2026-05-27 06:00:00
BUS_1044,502,60,-33.48863620966075,-70.60384949182688,2026-05-16 16:21:00
BUS_1042,210e,31,-33.40594886822501,-70.66369667012209,2026-05-23 01:00:00
BUS_1046,502c,40,-33.449600412160116,-70.5745153954542,2026-05-18 20:01:00
BUS_1043,210e,16,-33.52842354098921,-70.59431255575737,2026-05-03 14:23:00
BUS_1046,502c,44,-33.35064197666083,-70.66871272676511,2026-05-14 04:45:00
BUS_1001,210e,21,-33.5200666665106,-70.64715324484688,2026-05-18 07:05:00
BUS_1049,104,42,-33.435952928560475,-70.74017886307897,2026-05-27 13:29:00
BUS_1011,502,41,-33.36393461176876,-70.58442064960586,2026-05-07 06:06:00
BUS_1027,104,58,-33.53857628135771,-70.73815795905396,2026-05-18 21:56:00
BUS_1010,104,-13,-33.418996176123194,-70.56487081981086,2026-05-05 04:52:00
BUS_1004,104,54,-33.378415936667466,-70.63378508493835,2026-05-13 12:26:00
BUS_1004,502C,19,-33.46618819831474,-70.75385399892342,2026-05-02 17:43:00
BUS_1004,104,36,-33.45072008473581,-70.6972250926457,2026-05-28 06:06:00
BUS_1035,502,59,-33.400602982009225,-70.63464011234899,2026-05-04 23:28:00
BUS_1028,502C,33,-33.48687542058855,-70.647945196239,2026-05-20 14:28:00
BUS_1002,502,53,-33.48745857860745,-70.61229196084156,2026-05-05 13:46:00
BUS_1013,502C,58,-33.36771512498161,-70.7078490617463,2026-05-12 03:21:00
BUS_1029,502c,16,-33.429794596156064,-70.6226643866016,2026-05-07 17:28:00
BUS_1024,502,24,-33.356622734060394,-70.64780074823118,2026-05-23 05:57:00
BUS_1021,210e,19,-33.540863862397465,-70.73578972341701,2026-05-04 09:39:00
BUS_1042,210,27,-33.46995334459708,-70.57530622439818,2026-05-20 06:34:00
BUS_1006,104,10,-33.357096246554924,-70.56441785763337,2026-05-08 10:31:00
BUS_1049,502c,14,-33.46381839631704,-70.57881104516929,2026-05-07 00:09:00
BUS_1022,210e,42,-33.49392942310207,-70.66421787392663,2026-05-19 09:15:00
BUS_1036,502,45,-33.52404575405725,-70.58315071063308,2026-05-04 05:49:00
BUS_1020,502c,35,-33.50498015752576,-70.67920680627996,2026-05-22 08:44:00
BUS_1036,210,44,-33.373972843074995,-70.58442128746078,2026-05-13 06:31:00
BUS_1038,210e,46,-33.46663354733022,-70.75829277202143,2026-05-30 16:57:00
BUS_1009,502c,18,-33.54657702022792,-70.5953523618111,2026-05-10 01:32:00
BUS_1026,210,30,-33.35511088808273,-70.74168184752018,2026-05-27 05:19:00
BUS_1027,210,19,-33.49885471579963,-70.60283390728989,2026-05-31 12:52:00
BUS_1007,502C,39,-33.49563338184996,-70.68285690204813,2026-05-23 00:23:00
BUS_1018,502C,49,-33.36517367190005,-70.61763756553036,2026-05-14 05:34:00
BUS_1031,502C,34,-33.529714288072576,-70.66410214992057,2026-05-27 13:24:00
BUS_1005,210e,42,-33.44997536747655,-70.66924794531838,2026-05-08 05:18:00
BUS_1018,502,13,-33.40480267113263,-70.72626128425514,2026-05-27 14:13:00
BUS_1007,104,10,-33.37354374584398,-70.62397584942921,2026-05-19 01:55:00
BUS_1000,502,17,-33.48897638998917,-70.66576193925329,2026-05-16 08:30:00
BUS_1033,502C,30,-33.507268747592676,-70.733197382875,2026-05-01 14:50:00
BUS_1028,502C,20,-33.40123653199368,-70.73291245552062,2026-05-30 09:20:00
BUS_1003,210e,37,-33.487954768387276,-70.59097323152615,2026-05-08 04:37:00
BUS_1043,210,34,-33.37828408761296,-70.72570189923076,2026-05-22 17:50:00
BUS_1035,502,22,-33.42950740976762,-70.67972258314478,2026-05-03 01:59:00
BUS_1018,210e,47,-33.42866768590405,-70.69555015405268,2026-05-21 08:33:00
BUS_1026,210e,39,-33.40501345672546,-70.71598728112315,2026-05-22 19:29:00
BUS_1020,210e,33,-33.36132243827012,-70.67470617934093,2026-05-12 02:34:00
BUS_1018,210e,14,-33.4512153903481,-70.57946130732758,2026-05-03 23:59:00
BUS_1049,210e,52,-33.37024041283153,-70.71639591649152,2026-05-15 22:42:00
BUS_1045,210,34,-33.43680024298294,-70.56513766816468,2026-05-11 13:29:00
BUS_1044,104,20,-33.53239665598995,-70.61517841741103,2026-05-18 00:55:00
BUS_1015,502C,-4,-33.37498545158906,-70.64466184914907,2026-05-09 18:52:00
BUS_1028,210e,11,-33.54080180626456,-70.60077130696756,2026-05-14 14:27:00
BUS_1033,502C,21,-33.37915763106481,-70.7349920178536,2026-05-11 22:17:00
BUS_1026,210,59,-33.49395928704392,-70.61518952647977,2026-05-13 19:20:00
BUS_1005,104,39,-33.51707307296792,-70.70473774583228,2026-05-16 14:51:00
BUS_1014,210,23,-33.39480382643235,-70.6393784510458,2026-05-01 15:29:00
BUS_1049,502,27,-33.536052030572854,-70.63996022298848,2026-05-09 15:16:00
BUS_1007,210e,33,-33.51462096787579,-70.6410216379722,2026-05-25 22:51:00
BUS_1010,502c,55,-33.50413310633572,-70.59974292105227,2026-05-18 06:23:00
BUS_1018,104,18,-33.4398794650489,-70.72494276510923,2026-05-30 10:46:00
BUS_1033,502,27,-33.39101273358331,-70.7441961512371,2026-05-19 17:30:00
BUS_1033,104,-6,-33.361335250984865,-70.58854658644539,2026-05-30 02:50:00
BUS_1005,502c,26,-33.43876710680169,-70.65554010415077,2026-05-01 09:02:00
BUS_1027,502,13,-33.412009408299674,-70.57926487067007,2026-05-22 08:22:00
BUS_1006,502,60,-33.532572594232576,-70.60473325855455,2026-05-09 07:42:00
BUS_1036,210e,31,-33.425573176166445,-70.60063402846785,2026-05-27 22:02:00
BUS_1041,104,15,-33.468944340379146,-70.68456608630314,2026-05-22 21:56:00
BUS_1018,210,28,-33.50122795635341,-70.66089057736005,2026-05-21 01:38:00
BUS_1027,502c,53,-33.52992612379207,-70.69934751408641,2026-05-24 21:47:00
BUS_1006,502C,45,-33.45379372819027,-70.64161946567481,2026-05-08 13:44:00
BUS_1025,502,-8,-33.375207050132765,-70.66471781190849,2026-05-31 10:33:00
BUS_1001,502c,43,-33.49410649396321,-70.62014707572543,2026-05-12 13:29:00
BUS_1036,104,30,-33.537193742815006,-70.57549421192005,2026-05-23 11:18:00
BUS_1045,502c,15,-33.50928901298039,-70.73257370227363,2026-05-24 23:04:00
BUS_1050,210e,27,-33.5325620974787,-70.64605367902905,2026-05-09 05:10:00
BUS_1005,210e,46,-33.439318743269126,-70.57969264553317,2026-05-13 00:34:00
BUS_1037,210,20,-33.36552928045305,-70.58268095076554,2026-05-25 02:27:00
BUS_1047,210e,60,-33.448090543018665,-70.67869363390498,2026-05-30 03:58:00
BUS_1040,502C,50,-33.469578312083335,-70.62992330136572,2026-05-18 14:12:00
BUS_1024,210e,41,-33.396853180898034,-70.72917369721377,2026-05-14 03:16:00
BUS_1012,502c,30,-33.373303950266724,-70.7355639159758,2026-05-11 08:22:00
BUS_1046,502C,53,-33.42751032132998,-70.63489507990103,2026-05-11 14:25:00
BUS_1033,502,30,-33.43222958005191,-70.64385505624399,2026-05-27 20:26:00
BUS_1013,502,49,-33.53792927160217,-70.7585771199664,2026-05-16 10:41:00
BUS_1007,502C,23,-33.421659106553356,-70.64057080809609,2026-05-02 05:20:00
BUS_1021,502C,32,-33.35161089545881,-70.67761407948841,2026-05-03 19:40:00
BUS_1000,210e,16,-33.4728129578496,-70.72803855153735,2026-05-17 10:23:00
BUS_1026,502C,58,-33.3745974095301,-70.75188412519817,2026-05-11 21:27:00
BUS_1006,210,42,-33.49695991704992,-70.57334812440125,2026-05-04 09:09:00
BUS_1017,210e,41,-33.37451767308333,-70.67987112171298,2026-05-30 21:50:00
BUS_1044,104,20,-33.4764880079414,-70.6272934384059,2026-05-31 09:33:00
BUS_1050,210e,27,-33.5325620974787,-70.64605367902905,2026-05-09 05:10:00
BUS_1041,502C,14,-33.47718312735761,-70.6858008497911,2026-05-28 03:56:00
BUS_1030,104,29,-33.394893358160054,-70.73134099041002,2026-05-05 17:20:00
BUS_1011,210,37,-33.4815961704204,-70.60936478987797,2026-05-08 17:43:00
BUS_1050,104,35,-33.53635797811127,-70.59213490151593,2026-05-23 06:23:00
BUS_1045,210e,36,-33.46506049172801,-70.71151169930351,2026-05-20 06:01:00
BUS_1048,502c,35,-33.39173130767808,-70.75154296642997,2026-05-14 03:13:00
BUS_1028,502,12,-33.4919426685555,-70.69371687914918,2026-05-06 05:48:00
BUS_1010,502,-14,-33.433630632891465,-70.57823393478077,2026-05-30 11:35:00
BUS_1013,210,40,-33.40983139158568,-70.58246719612961,2026-05-06 17:21:00
BUS_1036,104,56,-33.474804948877654,-70.56304681478214,2026-05-28 03:28:00
BUS_1045,210,25,-33.40102397047495,-70.6137495030877,2026-05-19 05:09:00
BUS_1002,210,51,-33.39579552624111,-70.70706881843338,2026-05-10 20:16:00
BUS_1011,210,27,-33.43960486907143,-70.74172816076411,2026-05-09 21:33:00
BUS_1009,210,27,-33.46210491745416,-70.7091388159053,2026-05-28 01:53:00
BUS_1042,502,-9,-33.36255522217454,-70.57798919944652,2026-05-16 13:15:00
BUS_1049,502c,31,-33.47459793551241,-70.61651145317708,2026-05-18 14:52:00
BUS_1021,210e,22,-33.37540636495298,-70.75923023086523,2026-05-30 00:07:00
BUS_1026,502,30,-33.49539610686545,-70.75505636069244,2026-05-21 08:27:00
BUS_1017,502c,56,-33.519552700327196,-70.57635027945626,2026-05-26 17:51:00
BUS_1031,104,24,-33.435392562670685,-70.62463388350778,2026-05-16 13:52:00
BUS_1033,104,42,-33.476473144569866,-70.71586595250425,2026-05-23 21:56:00
BUS_1012,502c,43,-33.36914402557027,-70.75531113134383,2026-05-15 17:58:00
BUS_1008,502,19,-33.491188777979914,-70.68429065939092,2026-05-31 21:29:00
BUS_1045,502c,15,-33.48233927441418,-70.67966982635565,2026-05-08 17:30:00
BUS_1030,210e,-4,-33.46315037071647,-70.68186540379027,2026-05-18 23:13:00
BUS_1025,502C,39,-33.48609240554239,-70.61205571052744,2026-05-05 16:42:00
BUS_1015,502,16,-33.522628167514846,-70.59798243813053,2026-05-22 06:21:00
BUS_1043,104,42,-33.36814031031035,-70.72418331655034,2026-05-04 17:07:00
BUS_1032,502c,26,-33.42434348941163,-70.62491882753173,2026-05-25 19:30:00
BUS_1048,210,17,-33.47327402465029,-70.69708816043604,2026-05-18 09:04:00
BUS_1031,104,47,-33.43862523677704,-70.60006852478728,2026-05-20 04:42:00
BUS_1033,210,38,-33.46796058303098,-70.56132842316823,2026-05-07 06:12:00
BUS_1029,210,22,-33.37340905193677,-70.69974353327225,2026-05-04 21:48:00
BUS_1005,104,11,-33.526307227152245,-70.67971028439557,2026-05-15 09:39:00
BUS_1050,502c,23,-33.47423206145953,-70.64346275086314,2026-05-31 03:42:00
BUS_1039,502c,39,-33.46288510139922,-70.61379475713898,2026-05-13 11:10:00
BUS_1005,210e,47,-33.39578679289893,-70.69766302590446,2026-05-19 05:43:00
BUS_1035,502C,59,-33.474554437852746,-70.73495252127987,2026-05-20 16:13:00
BUS_1048,210,52,-33.49427425840348,-70.74080479769879,2026-05-26 09:07:00
BUS_1023,502C,32,-33.53398767506447,-70.56781581342658,2026-05-08 12:11:00
BUS_1036,502c,30,-33.50261919304466,-70.58474833556524,2026-05-31 07:08:00
BUS_1033,502,49,-33.390562960173526,-70.71651447031067,2026-05-16 06:25:00
BUS_1019,210,11,-33.442316637447306,-70.75252447566254,2026-05-31 04:28:00
BUS_1013,210,21,-33.54700108557621,-70.62920144808852,2026-05-01 19:06:00
BUS_1048,210,55,-33.51169049596152,-70.70362864170704,2026-05-25 16:42:00
BUS_1003,210e,38,-33.54785792052492,-70.58988647273647,2026-05-24 19:58:00
BUS_1023,502,12,-33.50583524642499,-70.60362197578013,2026-05-11 18:15:00
BUS_1003,210e,52,-33.54451411868509,-70.59935009887748,2026-05-29 19:42:00
BUS_1047,502C,41,-33.52780813191909,-70.72656322546726,2026-05-04 08:43:00
BUS_1030,210e,47,-33.42099821043436,-70.64017895589629,2026-05-10 03:47:00
BUS_1030,104,55,-33.52238350284296,-70.71853165900575,2026-05-16 01:03:00
BUS_1001,104,31,-33.395418171721204,-70.71086837177009,2026-05-25 17:31:00
BUS_1017,210,10,-33.53668044151568,-70.62792543490035,2026-05-31 10:10:00
BUS_1016,502c,47,-33.40599761245016,-70.70096154249845,2026-05-10 04:18:00
BUS_1037,210e,36,-33.49495655366388,-70.65065761994562,2026-05-01 06:23:00
BUS_1031,502c,55,-33.532729940495265,-70.75922355709803,2026-05-16 23:08:00
BUS_1019,502,19,-33.517985864282785,-70.56458379498196,2026-05-26 12:34:00
BUS_1004,502c,58,-33.478659162320106,-70.57908081972175,2026-05-18 14:35:00
BUS_1038,502c,14,-33.4669438882229,-70.6891030736857,2026-05-11 11:20:00
BUS_1019,502C,58,-33.365508150260865,-70.71326773765712,2026-05-19 00:04:00
BUS_1000,502,27,-33.514652952170394,-70.56567905900532,2026-05-25 16:59:00
BUS_1025,502C,51,-33.45921935676637,-70.7527328637743,2026-05-25 01:30:00
BUS_1021,210,20,-33.45925525873416,-70.56923681449578,2026-05-13 05:42:00
BUS_1048,502c,15,-33.387684579621535,-70.65021269986747,2026-05-27 12:38:00
BUS_1005,104,51,-33.46727771058304,-70.57779136004557,2026-05-14 13:06:00
BUS_1038,502C,15,-33.4890617695301,-70.61034068265344,2026-05-16 21:35:00
BUS_1023,502,15,-33.42699832231689,-70.6585864365332,2026-05-22 07:25:00
BUS_1021,502,37,-33.5419974194606,-70.61744750384364,2026-05-18 21:24:00
BUS_1034,210e,55,-33.49147306041519,-70.64545288403728,2026-05-24 15:53:00
BUS_1023,210,19,-33.43940459165618,-70.60291334044582,2026-05-12 01:28:00
BUS_1020,502,32,-33.530024778856045,-70.56678745929577,2026-05-12 20:17:00
BUS_1015,210,17,-33.53232275041338,-70.68148358457674,2026-05-11 06:15:00
BUS_1032,210e,29,-33.51998375360254,-70.75636577786638,2026-05-30 04:36:00
BUS_1043,502C,16,-33.401905284647896,-70.61045978390214,2026-05-27 07:03:00
BUS_1000,502c,58,-33.52797416317142,-70.60378385754802,2026-05-04 21:56:00
BUS_1029,502c,56,-33.407615833310686,-70.75424433714237,2026-05-25 12:42:00
BUS_1043,210,54,-33.507896818136,-70.56078426086476,2026-05-30 22:20:00
BUS_1041,104,18,-33.49025732497819,-70.56574504944628,2026-05-12 15:19:00
BUS_1033,210,24,-33.443667789719505,-70.72210791737866,2026-05-25 04:45:00
BUS_1039,104,18,-33.404207172003936,-70.74203892238486,2026-05-15 05:52:00
BUS_1008,104,24,-33.49626702574832,-70.64232338049379,2026-05-03 01:17:00
BUS_1021,210,20,-33.53461548609492,-70.62711912588172,2026-05-19 15:49:00
BUS_1048,210e,14,-33.499461811892466,-70.68776055890919,2026-05-18 10:51:00
BUS_1020,104,38,-33.495294427559706,-70.60776134375699,2026-05-08 22:10:00
BUS_1007,502,47,-33.45267344932715,-70.62657348825273,2026-05-03 07:37:00
BUS_1030,210e,10,-33.42221828631062,-70.6068948545625,2026-05-11 10:25:00
BUS_1021,502,55,-33.41340992316982,-70.75332195039684,2026-05-19 16:11:00
BUS_1037,104,38,-33.47604663400674,-70.72492012700252,2026-05-12 00:00:00
BUS_1020,502,55,-33.37907156131983,-70.71668892917972,2026-05-19 22:30:00
BUS_1015,210e,54,-33.50331233008185,-70.5856252439282,2026-05-15 11:23:00
BUS_1015,210,46,-33.36061011094041,-70.74286930958642,2026-05-23 08:50:00
BUS_1047,104,19,-33.42175237178523,-70.64498617145142,2026-05-10 06:04:00
BUS_1039,502C,41,-33.528313906276416,-70.65187356864108,2026-05-20 21:03:00
BUS_1030,210,36,-33.54157525469975,-70.7488693393801,2026-05-26 16:50:00
BUS_1049,502c,45,-33.54397282620599,-70.63877106798908,2026-05-20 03:54:00
BUS_1024,210e,14,-33.41840765950816,-70.70430847518153,2026-05-29 15:29:00
BUS_1022,502,55,-33.52651421292,-70.67277484734697,2026-05-23 05:23:00
BUS_1007,502c,56,-33.40582589901562,-70.73473442816992,2026-05-11 13:47:00
BUS_1049,210,33,-33.35788824994485,-70.68528184398332,2026-05-31 09:14:00
BUS_1034,210e,27,-33.3926485907945,-70.71094266112195,2026-05-27 15:02:00
BUS_1049,502C,43,-33.41770449468959,-70.69246501866702,2026-05-29 13:08:00
BUS_1036,502C,-10,-33.47544093424337,-70.73064991055524,2026-05-30 06:40:00
BUS_1008,502C,31,-33.36980043793976,-70.72793749978213,2026-05-10 07:22:00
BUS_1030,502c,14,-33.36336940085874,-70.64186422175747,2026-05-18 08:27:00
BUS_1039,502C,31,-33.5051960508999,-70.6373742908146,2026-05-17 10:25:00
BUS_1029,210e,14,-33.52796017718563,-70.69375291631698,2026-05-28 02:58:00
BUS_1044,502c,12,-33.37393314475431,-70.73250812204925,2026-05-13 00:24:00
BUS_1014,104,-9,-33.385032643943056,-70.66348937576728,2026-05-07 21:37:00
BUS_1005,104,35,-33.493540044297404,-70.63699708922918,2026-05-12 14:50:00
BUS_1033,210,49,-33.51894512759997,-70.62903346489132,2026-05-18 23:49:00
BUS_1003,210,57,-33.415312458441804,-70.73681322080984,2026-05-18 15:53:00
BUS_1015,210,14,-33.51919877443923,-70.59970858866431,2026-05-05 05:27:00
BUS_1004,210e,50,-33.451176594996525,-70.6091108349506,2026-05-27 14:57:00
BUS_1001,502C,32,-33.533896581369454,-70.64064543687529,2026-05-17 05:06:00
BUS_1009,502C,34,-33.43931837610419,-70.62724371449278,2026-05-13 02:51:00
BUS_1023,502c,14,-33.47510823465155,-70.72019044417009,2026-05-01 10:47:00
BUS_1002,502,42,-33.54242043821837,-70.64207085386272,2026-05-30 16:15:00
BUS_1035,210,52,-33.38410784200807,-70.70651045496918,2026-05-09 11:04:00
BUS_1049,502c,15,-33.502384628951816,-70.73554463330926,2026-05-15 12:20:00
BUS_1017,502C,37,-33.41819304354994,-70.58852206196944,2026-05-31 21:26:00
BUS_1009,502C,31,-33.49178721104737,-70.56594578831184,2026-05-24 19:27:00
BUS_1030,502C,51,-33.522849220810095,-70.72892274226665,2026-05-22 05:08:00
BUS_1044,210,37,-33.52036669399147,-70.70331555596428,2026-05-06 17:13:00
BUS_1015,502C,31,-33.53226228898546,-70.61522015464918,2026-05-13 18:28:00
BUS_1035,104,28,-33.490304814749344,-70.73837909388283,2026-05-04 03:44:00
BUS_1039,502C,11,-33.37959376315344,-70.72816406513496,2026-05-05 15:27:00
BUS_1009,104,41,-33.41485786059161,-70.67843484437417,2026-05-20 21:33:00
BUS_1000,502,47,-33.43401532322332,-70.62801184938901,2026-05-08 00:19:00
BUS_1048,502,15,-33.44084495333915,-70.73041127741284,2026-05-31 15:48:00
BUS_1017,502C,48,-33.5499829146568,-70.7058132781187,2026-05-20 21:03:00
BUS_1000,210e,22,-33.49145851747248,-70.66131446054358,2026-05-26 06:52:00
BUS_1020,210e,46,-33.465827293149516,-70.65072875576773,2026-05-09 02:43:00
BUS_1004,502C,48,-33.42081511103566,-70.74334361570712,2026-05-28 15:03:00
BUS_1030,104,54,-33.412851994290484,-70.75813909038735,2026-05-20 09:43:00
BUS_1024,502C,16,-33.456375084958346,-70.604644646793,2026-05-23 04:27:00
BUS_1023,104,20,-33.53964254499027,-70.634879145167,2026-05-11 21:45:00
BUS_1001,502C,18,-33.42695828988128,-70.69952200295532,2026-05-12 07:03:00
BUS_1039,502c,26,-33.494015402527026,-70.75548846663906,2026-05-19 12:09:00
BUS_1020,502,37,-33.383035202053826,-70.66739863150518,2026-05-25 23:26:00
BUS_1027,502C,12,-33.53521731347744,-70.70979091896308,2026-05-26 00:39:00
BUS_1003,210e,42,-33.47004698894533,-70.60775351077824,2026-05-03 09:36:00
BUS_1017,502,37,-33.43310632298988,-70.6988499358784,2026-05-29 16:08:00
BUS_1023,502,40,-33.438573835999314,-70.56581444956184,2026-05-20 13:26:00
BUS_1027,104,16,-33.54978273926166,-70.66463865834781,2026-05-07 06:57:00
BUS_1044,104,54,-33.54874952541758,-70.57785843618976,2026-05-23 16:13:00
BUS_1032,502C,25,-33.41224110341759,-70.7167665228279,2026-05-25 14:16:00
BUS_1025,502,43,-33.355598227052,-70.58125110108175,2026-05-22 13:12:00
BUS_1005,502,35,-33.42770021807707,-70.59417444295934,2026-05-14 01:52:00
BUS_1006,210e,22,-33.47489352242445,-70.71586744833957,2026-05-22 16:27:00
BUS_1039,502c,39,-33.46309091705991,-70.75700989300519,2026-05-12 08:19:00
BUS_1011,502,23,-33.38367168969401,-70.63026050355079,2026-05-28 05:04:00
BUS_1022,104,37,-33.37638157022619,-70.61578786425076,2026-05-14 08:11:00
BUS_1047,502,32,-33.42463423946669,-70.70914210209617,2026-05-12 12:17:00
BUS_1033,210,32,-33.37995818564928,-70.74190969726806,2026-05-14 12:41:00
BUS_1016,104,47,-33.51010665799849,-70.6796092655214,2026-05-28 15:05:00
BUS_1014,502C,54,-33.38141214090771,-70.60689843305272,2026-05-27 11:52:00
BUS_1007,502C,12,-33.532827702524365,-70.61271837066519,2026-05-27 10:43:00
BUS_1043,210e,19,-33.41555238623102,-70.60788308094818,2026-05-01 17:46:00
BUS_1003,210,13,-33.42758647553879,-70.70415058481677,2026-05-14 14:05:00
BUS_1007,502C,-14,-33.47391668699799,-70.6706375225804,2026-05-19 10:01:00
BUS_1020,502C,11,-33.50688591385553,-70.60498558843366,2026-05-07 22:45:00
BUS_1004,502C,27,-33.48092990900815,-70.60381904105061,2026-05-10 04:30:00
BUS_1050,502,53,-33.457898118443566,-70.60439719098203,2026-05-06 10:26:00
BUS_1004,502c,29,-33.421149997078906,-70.67013138562302,2026-05-13 19:03:00
BUS_1036,502c,32,-33.46118233214211,-70.60288130417874,2026-05-01 20:53:00
BUS_1007,210e,32,-33.47978711469593,-70.72916506064222,2026-05-19 00:50:00
BUS_1037,210e,35,-33.42670230591585,-70.6652970684716,2026-05-27 00:56:00
BUS_1015,104,47,-33.360804847978926,-70.6184916013801,2026-05-04 08:37:00
BUS_1026,210,56,-33.5400321400648,-70.7025839066364,2026-05-28 14:54:00
BUS_1036,502c,-12,-33.51312305528133,-70.68049586583876,2026-05-23 19:11:00
BUS_1008,502c,45,-33.43766332368606,-70.62599734705354,2026-05-19 22:43:00
